4.1,298.15
3.6854,298.15
3.6706,299.44
3.6671,300.59
3.6646,301.58
3.6616,302.46
3.6572,303.25
3.6525,303.95
3.6478,304.57
3.6432,305.11
3.6388,305.56
3.6344,305.96
3.63,306.31
3.6256,306.61
3.621,306.89
3.6164,307.15
3.6116,307.4
3.6068,307.62
3.6021,307.83
3.5974,308.04
3.5929,308.22
3.5885,308.4
3.5843,308.57
3.5802,308.73
3.5763,308.88
3.5725,309.02
3.5688,309.16
3.5653,309.28
3.5618,309.4
3.5583,309.51
3.555,309.61
3.5516,309.7
3.5484,309.79
3.5451,309.87
3.5419,309.94
3.5386,310
3.5354,310.05
3.5322,310.1
3.529,310.14
3.5257,310.18
3.5225,310.21
3.5193,310.24
3.5161,310.26
3.5129,310.29
3.5097,310.31
3.5066,310.33
3.5034,310.35
3.5004,310.37
3.4974,310.39
3.4944,310.41
3.4915,310.42
3.4887,310.44
3.4859,310.46
3.4832,310.48
3.4806,310.5
3.478,310.52
3.4755,310.53
3.4731,310.55
3.4707,310.56
3.4683,310.58
3.4661,310.59
3.4638,310.6
3.4617,310.61
3.4595,310.62
3.4574,310.63
3.4554,310.64
3.4534,310.65
3.4514,310.66
3.4495,310.67
3.4476,310.68
3.4457,310.68
3.4438,310.69
3.442,310.69
3.4402,310.69
3.4385,310.69
3.4367,310.7
3.435,310.7
3.4332,310.7
3.4315,310.69
3.4299,310.69
3.4282,310.69
3.4265,310.69
3.4249,310.68
3.4232,310.68
3.4216,310.67
3.42,310.66
3.4183,310.66
3.4167,310.65
3.4151,310.64
3.4135,310.63
3.4119,310.62
3.4102,310.61
3.4086,310.6
3.407,310.59
3.4054,310.57
3.4037,310.56
3.4021,310.55
3.4004,310.53
3.3988,310.52
3.3971,310.5
3.3955,310.49
3.3938,310.48
3.3921,310.46
3.3905,310.45
3.3888,310.43
3.3871,310.42
3.3854,310.4
3.3837,310.39
3.382,310.37
3.3803,310.36
3.3786,310.34
3.3769,310.33
3.3752,310.32
3.3736,310.31
3.3719,310.29
3.3702,310.28
3.3685,310.27
3.3669,310.26
3.3652,310.26
3.3636,310.25
3.3619,310.24
3.3603,310.23
3.3587,310.23
3.357,310.22
3.3554,310.22
3.3538,310.21
3.3522,310.21
3.3507,310.21
3.3491,310.2
3.3475,310.2
3.346,310.2
3.3445,310.2
3.3429,310.2
3.3414,310.2
3.3399,310.2
3.3384,310.2
3.3369,310.2
3.3354,310.2
3.3339,310.2
3.3325,310.2
3.331,310.2
3.3296,310.2
3.3281,310.2
3.3267,310.2
3.3252,310.2
3.3238,310.2
3.3224,310.2
3.321,310.2
3.3196,310.21
