4.1,288.15
4.0974,288.15
4.1015,288.15
4.1002,288.15
4.1016,288.15
4.1007,288.15
4.126,288.15
4.1194,288.15
4.0269,288.15
3.9073,288.15
3.8095,288.16
3.755,288.17
3.7342,288.19
3.6954,288.22
3.6793,288.25
3.692,288.29
3.689,288.32
3.6665,288.35
3.6744,288.38
3.6776,288.41
3.6778,288.44
3.6997,288.47
3.7458,288.49
3.8163,288.5
3.9779,288.5
4.1801,288.5
4.2067,288.51
4.1683,288.51
4.0407,288.51
3.9299,288.51
3.9373,288.51
4.114,288.51
4.2452,288.51
4.3198,288.52
4.3666,288.54
4.3938,288.57
4.3871,288.59
4.366,288.61
4.3223,288.63
4.2708,288.63
4.2067,288.64
4.1347,288.64
4.0838,288.64
4.0851,288.64
4.0829,288.64
4.0851,288.64
4.0868,288.64
4.0824,288.64
3.9848,288.64
3.9001,288.64
3.842,288.64
3.7722,288.66
3.7052,288.68
3.671,288.71
3.6498,288.75
3.6184,288.79
3.5953,288.85
3.5862,288.91
3.58,288.97
3.5753,289.02
3.5798,289.08
3.5877,289.13
3.5905,289.18
3.5844,289.22
3.5801,289.27
3.5992,289.32
3.6316,289.35
3.6723,289.38
3.7371,289.39
3.8308,289.4
3.8891,289.4
3.8673,289.4
3.8577,289.4
3.8583,289.4
3.8784,289.4
3.9036,289.4
3.9412,289.4
3.9515,289.4
3.8802,289.41
3.8205,289.41
3.7829,289.41
3.759,289.42
3.7248,289.44
3.6814,289.46
3.6354,289.49
3.5953,289.53
3.5592,289.58
3.5239,289.64
3.4933,289.71
3.4662,289.8
3.4411,289.89
3.4285,289.99
3.4402,290.07
3.4675,290.15
3.5153,290.21
3.6033,290.24
3.7347,290.25
4.0118,290.26
4.1213,290.26
4.1674,290.26
4.1794,290.27
4.1879,290.28
4.1976,290.28
4.2164,290.29
4.2338,290.3
4.2462,290.31
4.2527,290.32
4.2593,290.34
4.2587,290.35
4.2638,290.36
4.2751,290.37
4.2848,290.38
4.2896,290.4
4.2886,290.41
4.2782,290.42
4.2672,290.43
4.2746,290.44
4.2862,290.45
4.3102,290.47
4.3329,290.48
4.3406,290.5
4.3276,290.52
4.3016,290.54
4.2602,290.54
4.2128,290.55
4.1518,290.55
4.0756,290.55
4.0605,290.55
4.0605,290.55
4.0554,290.55
4.0554,290.55
4.0596,290.55
4.0588,290.55
4.0487,290.55
3.9843,290.55
3.8794,290.55
3.7857,290.55
3.7008,290.57
3.6246,290.61
3.5551,290.68
3.5113,290.76
3.4992,290.85
3.5063,290.94
3.5242,291.01
3.5503,291.08
3.5833,291.12
3.5968,291.16
3.6046,291.2
3.6179,291.23
3.6341,291.26
3.6441,291.28
3.6694,291.3
3.69,291.31
3.6763,291.33
3.6524,291.35
3.64,291.37
3.6144,291.4
3.597,291.43
3.59,291.46
3.6021,291.49
3.6119,291.52
3.6288,291.55
3.6714,291.57
3.7408,291.58
3.7872,291.58
3.8541,291.58
3.9116,291.58
3.8183,291.58
3.8043,291.58
3.7786,291.58
3.7832,291.59
3.7806,291.59
3.7959,291.6
3.7575,291.6
3.762,291.61
3.7575,291.61
3.7642,291.62
3.7591,291.62
3.7892,291.63
3.8707,291.63
3.8857,291.63
3.8624,291.63
3.9216,291.63
3.786,291.63
3.7105,291.64
3.6608,291.66
3.6288,291.68
3.5935,291.71
3.5941,291.75
3.5909,291.79
3.5934,291.82
3.5967,291.85
3.5905,291.88
3.6001,291.91
3.616,291.94
3.6355,291.96
3.6617,291.98
3.6628,291.99
3.6641,292.01
3.6783,292.02
3.6709,292.03
3.6439,292.05
3.638,292.06
3.6497,292.08
3.6278,292.1
3.6237,292.12
3.6258,292.14
3.6287,292.16
3.6075,292.18
3.5978,292.21
3.5997,292.23
3.6111,292.25
3.6703,292.27
3.7118,292.28
3.7255,292.28
3.7289,292.29
3.7266,292.29
3.658,292.3
3.6508,292.32
3.6641,292.33
3.6671,292.34
3.6786,292.35
3.68,292.36
3.6743,292.38
3.669,292.39
3.6702,292.4
3.6596,292.41
3.6942,292.42
3.6815,292.43
3.6651,292.44
3.6551,292.45
3.6377,292.47
3.6061,292.49
3.6205,292.51
3.6575,292.53
3.6741,292.54
3.7146,292.54
3.7344,292.55
3.7316,292.55
3.6877,292.56
3.6919,292.57
3.6854,292.58
3.6865,292.58
3.6766,292.59
3.6768,292.6
3.6616,292.62
3.6653,292.63
3.688,292.64
3.6824,292.65
3.6857,292.65
3.7044,292.66
3.6983,292.67
3.6725,292.68
3.6836,292.69
3.6894,292.7
3.677,292.7
3.6672,292.71
3.6572,292.73
3.6613,292.74
3.6784,292.75
3.6685,292.76
3.6738,292.77
3.6872,292.78
3.6595,292.79
3.6565,292.8
3.6626,292.81
3.6521,292.82
3.6749,292.83
3.7096,292.84
3.7006,292.84
3.6936,292.85
3.6868,292.86
3.6652,292.86
3.6562,292.88
3.6435,292.89
3.6436,292.9
3.6565,292.91
3.6503,292.92
3.6378,292.94
3.6418,292.95
3.6245,292.96
3.5877,292.98
3.5725,293
3.565,293.03
3.5446,293.06
3.5401,293.09
3.5435,293.11
3.5362,293.14
3.5333,293.17
3.527,293.2
3.5259,293.23
3.5308,293.26
3.5299,293.28
3.5243,293.31
3.4931,293.34
3.4594,293.38
3.4189,293.44
3.4089,293.5
3.4263,293.56
3.4629,293.6
3.5001,293.64
3.5483,293.66
3.5492,293.67
3.5183,293.69
3.5313,293.71
3.5508,293.73
3.5734,293.75
3.5966,293.76
3.6083,293.77
3.5888,293.78
3.5655,293.79
3.5495,293.81
3.5267,293.83
3.503,293.85
3.4778,293.88
3.4478,293.92
3.4202,293.97
3.3961,294.03
3.3717,294.1
3.3539,294.17
3.3725,294.24
3.4239,294.29
3.484,294.33
3.5198,294.35
3.5267,294.36
3.4895,294.38
3.4252,294.42
3.3837,294.47
3.3732,294.53
3.3856,294.58
3.3931,294.64
3.4063,294.68
3.4391,294.72
3.4632,294.75
3.4783,294.77
3.5056,294.79
3.5547,294.81
3.5913,294.81
3.6902,294.82
3.9201,294.82
3.9929,294.82
4.0284,294.82
4.0403,294.83
4.0041,294.84
3.9511,294.84
3.8024,294.84
3.6569,294.84
3.604,294.84
3.5719,294.86
3.5389,294.87
3.5051,294.9
3.4955,294.93
3.4867,294.96
3.5109,294.98
3.5335,295.01
3.562,295.02
3.6015,295.03
3.6566,295.03
3.6617,295.04
3.6713,295.04
3.6593,295.04
3.6077,295.05
3.5851,295.05
3.5631,295.07
3.5317,295.08
3.5196,295.1
3.5176,295.13
3.5038,295.15
3.4971,295.18
3.5018,295.2
3.5189,295.22
3.5115,295.24
3.5101,295.27
3.5185,295.29
3.5098,295.31
3.4887,295.33
3.4946,295.35
3.4922,295.38
3.5057,295.4
3.5214,295.42
3.5438,295.43
3.5747,295.45
3.5837,295.45
3.5575,295.46
3.5747,295.47
3.5785,295.48
3.5464,295.49
3.5482,295.5
3.5587,295.52
3.5363,295.53
3.5163,295.55
3.5209,295.57
3.5126,295.58
3.4875,295.61
3.4935,295.63
3.4997,295.65
3.5074,295.67
3.5057,295.69
3.5162,295.71
3.5135,295.73
3.5276,295.74
3.51,295.76
3.4989,295.78
3.4972,295.8
3.481,295.82
3.4753,295.85
3.4844,295.87
3.505,295.89
3.515,295.91
3.5267,295.92
3.4955,295.94
3.4864,295.96
3.4785,295.98
3.5091,296
3.5381,296.01
3.5954,296.02
3.6406,296.02
3.6406,296.03
3.5785,296.03
3.5648,296.04
3.5298,296.05
3.5334,296.06
3.5432,296.07
3.5856,296.08
3.5931,296.09
3.6385,296.09
3.6067,296.09
3.6061,296.1
3.594,296.1
3.5893,296.11
