4.1,293.15
4.098,293.15
4.1012,293.15
4.1002,293.15
4.1012,293.15
4.1006,293.15
4.1205,293.15
4.1153,293.15
4.0391,293.15
3.9289,293.15
3.8388,293.15
3.7879,293.17
3.7683,293.19
3.7319,293.21
3.7167,293.24
3.7284,293.27
3.7254,293.3
3.7044,293.33
3.7117,293.36
3.7151,293.38
3.7157,293.41
3.736,293.43
3.7782,293.45
3.8423,293.46
3.9912,293.46
4.1668,293.46
4.1918,293.47
4.1564,293.47
4.0453,293.47
3.949,293.47
3.956,293.47
4.1065,293.47
4.2285,293.47
4.2973,293.48
4.3408,293.5
4.3664,293.52
4.3605,293.54
4.3412,293.56
4.3011,293.58
4.2539,293.58
4.1943,293.59
4.1288,293.59
4.0876,293.59
4.0884,293.59
4.0864,293.59
4.088,293.59
4.0892,293.59
4.0857,293.59
4.0019,293.59
3.923,293.59
3.8693,293.59
3.8044,293.6
3.7417,293.62
3.7095,293.65
3.6895,293.69
3.6604,293.73
3.6408,293.78
3.6332,293.83
3.627,293.88
3.622,293.93
3.6258,293.98
3.633,294.03
3.6356,294.07
3.6301,294.11
3.6264,294.16
3.6441,294.2
3.6741,294.23
3.7114,294.25
3.7708,294.26
3.8578,294.27
3.9131,294.27
3.8931,294.27
3.8845,294.27
3.8853,294.27
3.9044,294.27
3.9283,294.27
3.9629,294.27
3.9721,294.27
3.9062,294.27
3.8502,294.28
3.8156,294.28
3.7937,294.29
3.7625,294.3
3.7227,294.32
3.6801,294.35
3.6419,294.38
3.6074,294.43
3.5756,294.48
3.5501,294.55
3.5277,294.62
3.5068,294.7
3.4961,294.79
3.5071,294.87
3.5321,294.94
3.576,294.99
3.6558,295.02
3.776,295.03
4.0213,295.03
4.1239,295.03
4.1645,295.03
4.1743,295.04
4.182,295.05
4.1913,295.05
4.2094,295.06
4.2262,295.07
4.238,295.08
4.243,295.09
4.2478,295.1
4.2465,295.12
4.2509,295.13
4.2612,295.14
4.2702,295.15
4.2747,295.16
4.2739,295.17
4.2644,295.19
4.2543,295.2
4.2611,295.2
4.2719,295.21
4.2941,295.23
4.3151,295.24
4.3223,295.26
4.3104,295.28
4.2863,295.29
4.2479,295.3
4.2036,295.31
4.1463,295.31
4.0809,295.31
4.0688,295.31
4.0685,295.31
4.0643,295.31
4.064,295.31
4.067,295.3
4.0662,295.3
4.0582,295.3
4.0034,295.3
3.9053,295.3
3.8181,295.31
3.7386,295.33
3.6689,295.36
3.6044,295.42
3.5615,295.49
3.5516,295.57
3.5593,295.65
3.576,295.72
3.6004,295.78
3.6311,295.82
3.6438,295.85
3.6512,295.88
3.6636,295.91
3.6786,295.93
3.6878,295.95
3.7111,295.97
3.7299,295.98
3.7175,296
3.6956,296.01
3.6844,296.03
3.6611,296.05
3.6456,296.08
3.6396,296.11
3.6509,296.14
3.6601,296.17
3.6756,296.19
3.7144,296.2
3.7783,296.21
3.8216,296.21
3.8846,296.22
3.9352,296.21
3.8507,296.22
3.8372,296.22
3.8129,296.22
3.817,296.22
3.8144,296.22
3.8286,296.23
3.7925,296.23
3.7966,296.24
3.7922,296.24
3.7983,296.25
3.7935,296.25
3.8216,296.25
3.8985,296.26
3.9125,296.26
3.8907,296.26
3.9448,296.26
3.8186,296.26
3.748,296.26
3.7016,296.28
3.6722,296.3
3.6403,296.33
3.6421,296.36
3.64,296.39
3.643,296.42
3.6465,296.45
3.6412,296.48
3.6503,296.5
3.665,296.53
3.6829,296.55
3.707,296.56
3.708,296.57
3.7093,296.58
3.7222,296.59
3.7154,296.61
3.6909,296.62
3.6855,296.63
3.6963,296.65
3.6764,296.66
3.6728,296.68
3.6749,296.7
3.6776,296.72
3.6584,296.74
3.6496,296.76
3.6515,296.78
3.662,296.8
3.7163,296.81
3.7545,296.82
3.7673,296.82
3.7704,296.83
3.7681,296.83
3.7048,296.84
3.6981,296.85
3.7104,296.86
3.7132,296.87
3.7237,296.88
3.725,296.89
3.7197,296.9
3.7148,296.91
3.7159,296.92
3.7062,296.93
3.738,296.94
3.7263,296.95
3.7112,296.95
3.702,296.97
3.6861,296.98
3.6571,297
3.6703,297.01
3.7043,297.03
3.7196,297.04
3.7571,297.04
3.7756,297.05
3.7729,297.05
3.7321,297.05
3.7359,297.06
3.7298,297.07
3.7308,297.08
3.7216,297.08
3.7217,297.09
3.7076,297.1
3.7111,297.11
3.7319,297.12
3.7267,297.13
3.7297,297.13
3.747,297.14
3.7413,297.14
3.7174,297.15
3.7276,297.16
3.7328,297.17
3.7214,297.17
3.7122,297.18
3.703,297.19
3.7067,297.2
3.7224,297.21
3.7132,297.22
3.718,297.23
3.7304,297.23
3.7047,297.24
3.7019,297.25
3.7074,297.26
3.6977,297.27
3.7186,297.28
3.7508,297.29
3.7425,297.29
3.7359,297.3
3.7296,297.3
3.7095,297.31
3.701,297.32
3.6892,297.33
3.689,297.34
3.7008,297.35
3.695,297.36
3.6833,297.37
3.6868,297.38
3.6706,297.39
3.6363,297.41
3.6215,297.43
3.6139,297.45
3.5943,297.47
3.5892,297.5
3.5918,297.53
3.5845,297.55
