4.1,303.15
4.1009,303.15
4.1014,303.15
4.1005,303.15
4.1096,303.15
4.1136,303.15
4.1141,303.15
4.1148,303.15
4.114,303.15
4.1144,303.15
4.1147,303.15
4.1149,303.15
4.1144,303.15
4.1146,303.15
4.1138,303.15
4.1151,303.15
4.1147,303.15
4.1153,303.15
4.1145,303.15
4.1147,303.15
4.1151,303.15
4.1151,303.15
4.115,303.15
4.1146,303.15
4.1154,303.15
4.1156,303.15
4.1152,303.15
4.1133,303.15
4.1047,303.15
4.0954,303.15
4.0916,303.15
4.097,303.15
4.0518,303.15
4.0115,303.15
3.9899,303.15
3.9739,303.15
3.9518,303.16
3.958,303.16
3.9651,303.16
3.97,303.16
3.9631,303.16
3.9556,303.16
3.9372,303.17
3.9159,303.17
3.8966,303.18
3.8941,303.18
3.8989,303.19
3.9087,303.19
3.9278,303.2
3.9549,303.2
3.9846,303.2
4.0379,303.2
4.0828,303.2
4.1488,303.2
4.1723,303.2
4.1608,303.2
4.1259,303.2
4.1038,303.2
4.0866,303.2
4.0867,303.2
4.0873,303.2
4.0879,303.2
4.0877,303.2
4.0915,303.2
4.1013,303.2
4.103,303.2
4.1015,303.2
4.1026,303.2
4.1035,303.2
4.1005,303.2
4.0917,303.2
4.0716,303.2
4.0257,303.2
3.982,303.2
3.9446,303.21
3.918,303.21
3.9016,303.21
3.8932,303.22
3.9052,303.22
3.9379,303.23
4.0215,303.23
4.1706,303.23
4.2276,303.23
4.2285,303.24
4.189,303.24
4.0392,303.24
3.9286,303.25
3.8736,303.25
3.8435,303.26
3.8316,303.27
3.8268,303.29
3.8294,303.3
3.8366,303.31
3.8429,303.33
3.848,303.34
3.8507,303.34
3.8508,303.35
3.8563,303.36
3.8652,303.37
3.8793,303.37
3.9272,303.38
4.0996,303.38
4.1901,303.38
4.2238,303.39
4.2447,303.39
4.2291,303.4
4.1706,303.41
4.1149,303.41
4.0913,303.41
4.0748,303.41
4.075,303.41
4.0813,303.41
4.0892,303.41
4.0906,303.41
4.0909,303.41
4.0936,303.41
4.1043,303.41
4.1064,303.41
4.0736,303.41
4.0072,303.41
3.9511,303.41
3.9017,303.41
3.8569,303.42
3.8198,303.43
3.7854,303.45
3.7595,303.48
3.7517,303.5
3.7631,303.53
3.7883,303.55
3.8308,303.57
3.903,303.57
4.039,303.57
4.1715,303.57
4.2337,303.58
4.2752,303.59
4.298,303.61
4.3044,303.63
4.2931,303.65
4.2654,303.66
4.231,303.67
4.189,303.67
4.1408,303.68
4.1013,303.68
4.0856,303.68
4.0845,303.68
4.0863,303.68
4.0918,303.68
4.0942,303.68
4.0941,303.68
4.0864,303.68
4.0787,303.68
4.0037,303.68
3.9365,303.68
3.8862,303.68
3.8462,303.69
3.8114,303.7
3.794,303.72
3.7814,303.74
3.7729,303.77
3.7712,303.79
3.7728,303.81
3.7661,303.83
3.7803,303.85
3.8003,303.87
3.8141,303.88
3.8326,303.9
3.8703,303.9
3.8934,303.91
3.9125,303.91
3.9381,303.91
3.9748,303.91
3.9841,303.91
4.087,303.91
4.1478,303.91
4.1745,303.91
4.2094,303.92
4.2604,303.93
4.2437,303.94
4.2001,303.95
4.1304,303.95
3.9559,303.95
3.8591,303.95
3.8218,303.97
3.8031,303.98
3.7965,304
3.7974,304.01
3.8007,304.03
3.8074,304.04
3.8304,304.06
3.844,304.06
3.8522,304.07
3.8824,304.08
3.8884,304.08
3.8788,304.08
3.8753,304.09
3.8657,304.09
3.8456,304.1
3.8414,304.11
3.8346,304.11
3.8468,304.12
3.8511,304.13
3.8608,304.13
3.887,304.14
3.9829,304.14
4.1284,304.14
4.2146,304.15
4.2596,304.16
4.2793,304.17
4.278,304.19
4.2531,304.21
4.2169,304.21
4.1824,304.22
4.1451,304.22
4.0914,304.22
4.0772,304.22
4.0761,304.22
4.0647,304.22
4.0651,304.22
4.0649,304.22
4.0647,304.22
4.0648,304.22
4.0655,304.22
4.0651,304.22
4.0653,304.22
4.066,304.22
4.066,304.22
4.066,304.22
4.0657,304.22
4.0663,304.22
4.0659,304.22
4.0665,304.22
4.0671,304.22
4.067,304.22
4.0667,304.22
4.0671,304.22
4.0671,304.22
4.0676,304.22
4.0676,304.22
4.0676,304.22
4.0676,304.22
4.0678,304.22
4.0684,304.22
4.0681,304.22
4.0681,304.22
4.0652,304.22
4.0448,304.22
4.0096,304.21
3.9753,304.21
3.9405,304.22
3.9253,304.22
3.9078,304.22
3.9001,304.22
3.8923,304.23
3.8988,304.23
3.889,304.23
